Year,Month,Day,Hour,Minute,Temperature,Vibration,Pressure,Voltage,Current,FFT_Feature1,FFT_Feature2,Anomaly_Score,Fault_Type,Fault_Status,Sensor_ID
2015,1,18,1,7,0.48685859022012745,0.5716530515889846,0.6816607810901714,0.7215334011069257,0.5880810390843,0.7090203002962919,0.10219168705593296,-0.012070569072399118,1,1,154
2015,1,3,0,56,0.5010462543919244,0.5900839950249603,0.5485059176218369,0.6504926317266743,0.43805158022002033,0.35128246051235407,0.11488234463090269,0.1448593661078293,1,1,193
2015,1,13,14,56,0.35353435649396997,0.32623633164978094,0.41496713022684234,0.34644139335849916,0.6095634123056526,0.6500909079984891,0.47692824513119797,0.08132495154372588,1,1,104
2015,2,1,3,3,0.5387782739259208,0.4851698635923333,0.38493675775868896,0.5140247090862863,0.48321019388130426,0.5342321193068584,0.3999024076120917,0.516514494694666,1,1,129
2015,1,13,3,53,0.6269966372734034,0.5861719578435413,0.4463470659093188,0.7544593368901003,0.4858714122853789,0.24659465777002448,0.5613215490151396,0.47778039499029823,1,1,145
2015,1,28,17,54,0.5588498323369567,0.8760150832641916,0.4425451797103263,0.5593683842577238,0.6875736090868259,0.8432841910644484,0.751561355917818,0.6622763068527072,1,1,165
2015,1,27,2,25,0.6022064724156135,0.6554333993600517,0.5003460101018504,0.47026901830654033,0.49038006799719924,0.640420613210121,0.3413525588940043,0.10753803553576974,1,1,108
2015,1,14,10,58,0.48476920227244663,0.24064178373632722,0.719465764938287,0.6238327196727971,0.6199156171866861,0.8995049767646756,0.36328900253993146,0.21420985786170899,1,1,184
2015,1,15,17,26,0.8372380470128922,0.5611325535913451,0.6437378598806788,0.7227167517561289,0.5661905766664511,0.3160625833090417,0.24008255507108267,0.7224227844091212,1,1,102
2015,1,2,2,26,0.2595305325238347,0.5302158045629352,0.1848264822387124,0.7873577450834537,0.5478040167590137,0.6335641090165559,0.6224645408905501,0.035283582327700624,1,1,121
2015,2,1,8,31,0.7156554202101639,0.5026377347904376,0.5946524020778026,0.6805940214255635,0.7416477640403756,0.12963937297469852,0.5235616538425946,0.6512444917930419,1,1,176
2015,1,11,9,19,0.450741605235791,0.4307898614944693,0.5363659966461933,0.5087986730205294,0.613069814100531,0.3829576738208793,0.5927109404709922,0.5249076994482869,1,1,136
2015,1,14,1,47,0.7483832540176178,0.5126430569161289,0.5747815534652359,0.6148490002781398,0.6997620674649341,0.40385514689513163,0.3511156001042886,-0.036667924905613325,1,1,129
2015,2,3,9,48,0.5642391610113111,0.3406389511036109,0.5531011549627949,0.5738288244426031,0.6754222182312634,0.4432589315211629,0.6161409624253615,0.11269661005098502,1,1,101
2015,1,27,22,15,0.621211243097119,0.46686406670452407,0.4872593667498461,0.8103003085028213,0.6581488817874503,0.1061315585721827,0.5778301248298126,0.5642704057932576,1,1,134
2015,1,27,7,22,0.4816917069987003,0.3729470474704899,0.44699784329069797,0.5436027822729625,0.5666730475620363,0.8153523483153796,0.5342401406537238,0.7650204896409797,1,1,157
2015,1,26,16,55,0.6449785843639921,0.4386435578943889,0.5104638734126871,0.6864768628304736,0.5911431691217072,0.5495225772397598,0.8983628542762448,0.012697172624346886,1,1,117
2015,1,20,12,21,0.5189921814038548,0.4113114259577857,0.39254985782177243,0.4623449651841716,0.6375953494615902,0.680625493707366,0.7036798856214591,0.12693185795607775,1,1,144
2015,1,4,22,33,0.6272476007698584,0.48080616577086555,0.3968105903895332,0.476955065769293,0.6517375111082536,0.4153836756102296,0.5079171672071668,0.19246582981486376,1,1,191
