Year,Month,Day,Hour,Minute,Temperature,Vibration,Pressure,Voltage,Current,FFT_Feature1,FFT_Feature2,Anomaly_Score,Fault_Type,Fault_Status,Sensor_ID
2015,1,3,0,56,0.5010462543919244,0.5900839950249603,0.5485059176218369,0.6504926317266743,0.4380515802200203,0.351282460512354,0.1148823446309026,0.1448593661078293,1,1,193
2015,1,13,14,56,0.3535343564939699,0.3262363316497809,0.4149671302268423,0.3464413933584991,0.6095634123056526,0.6500909079984891,0.4769282451311979,0.0813249515437258,1,1,104
2015,2,1,3,3,0.5387782739259208,0.4851698635923333,0.3849367577586889,0.5140247090862863,0.4832101938813042,0.5342321193068584,0.3999024076120917,0.516514494694666,1,1,129
2015,1,13,3,53,0.6269966372734034,0.5861719578435413,0.4463470659093188,0.7544593368901003,0.4858714122853789,0.2465946577700244,0.5613215490151396,0.4777803949902982,1,1,145
2015,1,28,17,54,0.5588498323369567,0.8760150832641916,0.4425451797103263,0.5593683842577238,0.6875736090868259,0.8432841910644484,0.751561355917818,0.6622763068527072,1,1,165
2015,1,27,2,25,0.6022064724156135,0.6554333993600517,0.5003460101018504,0.4702690183065403,0.4903800679971992,0.640420613210121,0.3413525588940043,0.1075380355357697,1,1,108
2015,1,14,10,58,0.4847692022724466,0.2406417837363272,0.719465764938287,0.6238327196727971,0.6199156171866861,0.8995049767646756,0.3632890025399314,0.2142098578617089,1,1,184
2015,1,15,17,26,0.8372380470128922,0.5611325535913451,0.6437378598806788,0.7227167517561289,0.5661905766664511,0.3160625833090417,0.2400825550710826,0.7224227844091212,1,1,102
2015,1,2,2,26,0.2595305325238347,0.5302158045629352,0.1848264822387124,0.7873577450834537,0.5478040167590137,0.6335641090165559,0.6224645408905501,0.0352835823277006,1,1,121
2015,2,1,8,31,0.7156554202101639,0.5026377347904376,0.5946524020778026,0.6805940214255635,0.7416477640403756,0.1296393729746985,0.5235616538425946,0.6512444917930419,1,1,176
2015,1,11,9,19,0.450741605235791,0.4307898614944693,0.5363659966461933,0.5087986730205294,0.613069814100531,0.3829576738208793,0.5927109404709922,0.5249076994482869,1,1,136
2015,2,3,9,48,0.5642391610113111,0.3406389511036109,0.5531011549627949,0.5738288244426031,0.6754222182312634,0.4432589315211629,0.6161409624253615,0.112696610050985,1,1,101
2015,1,27,22,15,0.621211243097119,0.466864066704524,0.4872593667498461,0.8103003085028213,0.6581488817874503,0.1061315585721827,0.5778301248298126,0.5642704057932576,1,1,134
2015,1,27,7,22,0.4816917069987003,0.3729470474704899,0.4469978432906979,0.5436027822729625,0.5666730475620363,0.8153523483153796,0.5342401406537238,0.7650204896409797,1,1,157
2015,1,26,16,55,0.6449785843639921,0.4386435578943889,0.5104638734126871,0.6864768628304736,0.5911431691217072,0.5495225772397598,0.8983628542762448,0.0126971726243468,1,1,117
2015,1,20,12,21,0.5189921814038548,0.4113114259577857,0.3925498578217724,0.4623449651841716,0.6375953494615902,0.680625493707366,0.7036798856214591,0.1269318579560777,1,1,144
2015,1,4,22,33,0.6272476007698584,0.4808061657708655,0.3968105903895332,0.476955065769293,0.6517375111082536,0.4153836756102296,0.5079171672071668,0.1924658298148637,1,1,191
2015,1,2,20,47,0.6856781680901272,0.4810859077979001,0.3553936530188373,0.7535248521060065,0.5313781450243572,0.0722030248824522,0.5796321985505337,0.2235665022772593,1,1,110
2015,1,25,13,3,0.485331158104894,0.4534790039448429,0.4483596764113263,0.7911236192106542,0.6448988596229486,0.4885298145888492,0.4892346861412033,0.474902288276017,1,1,165
2015,2,1,23,24,0.6093592947747408,0.5871285367382101,0.3827741168201477,0.5819156145471159,0.6945696273635128,0.359401458536119,0.5697552657370635,0.8699150854587969,1,1,161
2015,1,17,8,16,0.5616128133001019,0.624172733231536,0.4662011249163316,0.8660366854626567,0.3964925986509864,0.7526145729428098,0.6848385494433379,0.4531227303284346,1,1,180
2015,1,6,17,27,0.5449519400728005,0.4766996421237667,0.4685937174541198,0.6937676336068166,0.5482034668322799,0.3872458965826959,0.0317779079437752,0.1238251690307684,1,1,195
2015,1,13,9,48,0.3562222658930506,0.4793430755358242,0.3083817435759305,0.7216494768434033,0.4732042222670046,0.8574742420926645,0.7083061001710071,0.3164853952063232,1,1,195
2015,1,12,19,35,0.7321631431423741,0.6672243671541938,0.7394252309937184,0.8067779370604753,0.654101964518656,0.0780312452726826,0.6824661076714453,0.426423699826814,1,1,154
2015,1,16,2,0,0.5500339252167916,0.35967174197391,0.7090985062901654,0.9375310323745614,0.5240149901409431,0.804000528552375,0.2698941857611586,0.2345527098195895,1,1,150
2015,1,11,16,42,0.6084872711063114,0.5522163041655928,0.7209116021981833,0.5899161990005003,0.5968041337032874,0.4692936996988595,0.7394826541167916,0.2224921806392805,1,1,172
2015,1,8,23,24,0.6341528491811333,0.296079884512925,0.4173563596065484,0.5178014472315102,0.6351483480889745,0.880502239997784,0.3258548067232989,0.1104610495853837,1,1,141
2015,1,29,12,22,0.6648738250567395,0.4438978464590674,0.5394770408153219,0.7860746333288431,0.5101982112503274,0.6176365810002573,0.1904236250040637,0.6876981784301435,1,1,104
2015,1,16,0,44,0.7812451962042659,0.650233868695035,0.3246867418785369,0.589237831030177,0.6767434845881837,0.0995510565293022,0.1900332071403726,0.580856769334982,1,1,117
2015,1,31,5,13,0.6427032971763642,0.4991299679508408,0.6666293360660045,0.7195736237948399,0.3653533864565423,0.3906378739902146,0.2800824873771381,0.0844471385394811,1,1,135
2015,1,26,16,10,0.4612541722053768,0.4487772783326376,0.3196237957388973,0.4434145981874899,0.5256992231840132,0.6360562861447011,0.5649203155049672,0.187211321654423,1,1,104
